,username,full_text
638,soxoson,Trus program apa yang bagus Naikin gaji pejabat pajak umkm 300 fk 19 juta loker impor 1 juta sapi india untuk susu gratis lanjut IKN tapi daerah lain masih terbelakang subsidi bbm dipotong Yang mana yang lu suka
639,tri_lingga,IKN tetep lanjut Program JKW tetap lanjut ditambah program Prabowo Yg penting APBN tdk jebol
640,Venomoussss__,logikanya aja visi misi 02 aja itu melanjuti pemerintahan sekarang yang mana lagi fokus bangun istana di IKN terus pemilihnya mau program makan siang gratis seketika mereka jadi presiden blokkk makanya mikir
641,AmcFaiq,Tapi menurut saya hapus aja program inibeban di apbn anjir belum ntar ikn
642,om_jahaaat,lelet amat kerjanya 4 thn baru relisasi keburu laper tuh yg dijanjikan makan gratis cari utangan ikn duku yah ini program omon omon aja ternyata nasi impor beras dulu susu impor sapi dulu ujung ujungnya kayak esemka
643,streptococcvs,makan gratis baru jalan 2029 paling mulai jalan di akhir2 menjelang pemilu trs ntar narasinya kalo mau program makan siang gratis berlanjut pilih aku basi banget kek pas ngejanjiin ikn
644,tanfrdb,makan siang gratis baru bisa 2029 ini mau dijadiin kayak program ikn apa gimane sih nanti 2029 pas pilpres lagi ngomongnya pilih gibran supaya program makan siang gratis terlaksana
645,Nadyamulyadi,Iyaa pertanyaannya apa defisit amp hutangnya mau terus ditambahin dengan program yg belum urgent seperti IKN Ditengah masalah2 lainnya harus dinomor sekian kan 480T itu bukan duit sedikit loh Apa gaboleh IKN jalan amp program lainnya jalan Boleh tapi apakah tepat Belum tentu
646,happyselaluya,mantaaaapp jan heran nanti bensin jadi mahal tapi gpp semoga selaras sama program terintegrasinya transportasi di SELURUH INDONESIA ya Pak ga cuma di IKN
647,fairytjle,Mamam mamam mamam tuh makan siang yang cuman buat siang anak sekolah dan pesantren dan terlaksana di 2029 tapi anggaran keluar dari 2025 400 triliunan Ditunggu 300 fk baru ikn dilanjut dan program lainnya JANGAN CUMAN BISA GIMMICK UPS
648,Ms4Dean,Program makan siang gratis ditunda program ikn ditunda semua program ditunda Program yg pertama kali digencarkan Membangun kembali kepercayaan publik atas segala hal termasuk hasil penghitungan pemilu Ya kali aja masih mw dipercaya rakyat
649,Bagiadpn,Dari dulu pikiran w terhadap program ini cuma jangka pendek dalam 1 periode tidak seperti IKN yg benar2 melanjutkan Orang yg terkena manfaat sabar ya
650,OLIGARKICK,Memotong subsidi BBM untuk program yg baru jalan tahun 2029 Bilang aja mau balikin modal boncos kereta cepat amp IKN
651,tukangkuqu,Iya aku akuin emng beliau tu debatnya kureng Stunting emng program unggulan tp msh ada misi yg lain kan kayak hilirisasi penguatan infrastruktur dll Trs klo misal ada yg ga setuju dgn IKN dan mau menghentikan proyeknya apa itu ga sayang
652,212bowie,Lagian geblek aja yg percaya program makan gratis bakalan langsung direalisasikan di 2024 La wong IKN aja blm rampung
653,OLIGARKICK,Memotong subsidi BBM untuk program yg baru jalan tahun 2029 Bilang aja mau balikin modal boncos kereta cepat amp IKN
654,Near_Fana,Bahkan pemilih 02 pun ga tau visi n misi capres cawapres nya apa mgkin program makan siang aja atau bahkan taunya ya penerusnya jokowi IKN Gitu aja sih
655,bambapril,apalagi kalo 01 menang IKN kemungkinan akan menjadi Museum Hambalang kedua nga menjadi skala prioritas bukan program strategis nasional lagi
656,vscherie,Itupun ada syaratnya supaya program makan gratis bisa berjalan rakyat harus pilih mereka lagi tahun 2029 persis kayak taktik IKN sekarang program keberlanjutan pemerintah jkw yang membebani rakyat dengan utang
657,bungaaah_,Kalo grasroot okelah tapi ini temen gue sendiri sekolah sampe s2 tapi masih juga pilih 02 pas ditanya karena IKN akan lebih cepet dibangun ya dia tinggal di daerah sana sih dan tentunya program makan siang pake angin ini
658,nilrofficial,namanya program gaharus har ini mengajuan besok langsung terlaksana dong dari kubu sebelah emang pola pikirnya kek gitu kali ya Food estate masih proses dibilang gagal IKN dibilang gaada progress investor dsb padahal semua itu ada tahapanya
659,wiwiwidddd,Mana masih maksa bangun ikn lagi yang dananya 11 12 ama tu program
660,srikartikaadi,program jangka panjang itu seperti buat bendungan jalan raya ikn dll karena butuh waktu gak bisa langsung jadi kalau makan siang sama susu besok pagi pun bisa tinggal hubungi tulang kateringtrus kenapa sekarang gak bisa karena memang gak ada duitnya mkmkmkmk
661,MahiraOsh,Makan gratis 300FK bangun 13 kota baru dana desa 5M internet gratis beasiswa 10ribu mahasiswa keluar negeri IKN bangun 3 juta rumah coba menurutmu program paslonmu masuk akal ga Kira2 Dananya dari mana sih
662,SanEleven4,Untuk anak anak SD blok cantik cantik bego bgtnoh taggih rumah dp0 dan dicarikan solusinya usaha dan konsumen 01 halusinasi Dengan semua visi misinya wkkwkw mana nyerang program orang kwkwkw seperti tol dan ikn mau bangun kota setara jakarta eh lu kira 5thn sama APBN cukup
663,Randomt61609964,pernah dia buat Jd ya mereka fine2 aja milih dia Trs jg ada yg mungkin krn emg pengen rencana program yg udh jalan skrg ga keganggu kaya IKN gtu misalnya krn byk yg ikut investasi jg kan disana Kontraktor2 gede Klo sampw ganti program lg bisa lbh musingin lg
664,HillmanAdli,Namanya juga program pasti ada jangka waktu lu pikir aja pake logika mana ada membangun 40 kota langsung jadi Membangun 40 kota bukan dari 0 kek IKN Justru mengevaluasi dan melanjutkan pembangunan yg sudah ada Nalar dipake dikit lah haduh
665,chantikaegysta,Buka usaha catering enak nihh menjanjikan sepertinya Biar menyukseskan program makan gratis dengan dana 450T Wow setara pembangunan IKN ya bund Biayanya dari mana ya Dari rakyat lah Kan dari rakyat untuk rakyatgimanasehhh Yoo bayar pajak kelen jangan diem bae
666,justforVans,Suatu saat mereka akan akan merasakan yg lebih dari ini ketika APBN sudah digunakan untuk membangun IKN dan penghapusan subsidi BBM untuk program makan siang gratis
667,iniTialzlDl,iy maka nya byk yg mlih prabwo krna mereka uda kena d IKN lanjut kn program jokowi dmn itu msh abu2 cuma rakyat kita lbh mlih ada slogan grts dr pda gagasanblm lgi artis2 semua d 02 dmn kita tau rakyat kita sama artis mendewakan sekali ada artis uda pasti bagus mindsetny
668,Randomt61609964,Ini bener si trlihat itu kmrn IHSG positif Intinya pebisnis tu mau yg stabil2 aja Mungkin mereka mikirnya paling ga program2 yg udh ada tgl lanjut aja kaya IKN gtu contohnya Kalo ganti presiden ganti program potensi carut marutnya gede itu klo yg kuliat dr reaksi pasar
669,DolceLatteCihuy,Oh keinginan IKN itu CMIIW mah udah dari jaman soekarno SBY itu menimbulkan wacana itu lg aktualisasi baru di era jokowi Menurutku make sense kalau org2 menunggu program yg selalu jadi solusi di tiap permasalahan yg dibahas dalam debat itu lebih ke penasaran gimana jadinya
670,having_anxietea,Kalo APBN tahun pertama sulit krn fokus mereka adalah IKN dan keberlanjutan program Jokowi Tapi nanti 2029 IKN sudah mulai stabil baru bisa APBNnya buat maksi gratis ini Jadi fokusnya aja yg beda CMIIW
671,taeggugi,emang ini program dari pertama paling ga logis si ikn mau tetep lanjut terus juga ada program ini yang per hari nya dibutuhin dana kurleb 1 t uang dari mana coba
672,worldstqrmoney,ini bukan program utama tp lebih ke program assistance Makanya kemaren heran jg kenapa program yg kaya gini biayanya hampir setara IKN Rupanya itu akumulasi sampe 5 tahun mendatang Coba dipikir deh kenapa yg digaungkan itu makan gratis ketimbang program utama 02 lainnya
673,mowglyzz,visi perubahan malah menyelamatkan APBN biar gak over ke satu program kerja contoh besarnya dana IKN yang mau dialokasiin dulu ke yang lain
674,awarmanf,Prabowo kan tinggal menjalankan dan memperbaiki program Jokowi yang sudah berjalan dan sudah dirasakan manfaatnya oleh rakyat dan melanjutkan program Jokowi seperti IKN Yang baru contohnya makan siang gratis
675,nadhisuu,emang program yg sangat tidak logis dijalankan dan cuma jadi ajang bacakan mereka aja setahun 450T udah sama dengan anggaran IKN IKN aja nyari dananya susah
676,sunflowerdo0,Sejak awal semua program 02 tu impulsif 1 IKN sekian ratus T cmiiw 2 Maksi susu gratis sekian ratus T 3 300 fakultas kedokteran 4 Internet gratis 5 dst dst Dikira semua itu gratis Atau malah dikira pake uang pribadi Pak Prabs
677,menghalusinasy,Gausa cari lowongan di IKN emang ga mau Gausa pake BPJS Loh udah bayar masa kaga boleh pake Ikut2 program lainnya Program apatuh
678,AgusSet40168454,bener pasti program kek gitu banyak ngelesnya ntar ada masa kita disuruh milih IKN apa makan siang gratis wkwk
679,anotherssuns,ya kan kmrn kita2 ni jg nanya kan bikin program makan gratis trs bangun ikn blm lagi janji pak prabowo nya di debat terakhir bangun 300fk internet gratis di setiap desa dari mana uangnyaa dan gak dapet jawaban malah rame dibilang gak peduli rakyat kecil
680,whokilledasha,ntar minta nyalon lagi alasannya mau lanjut program maksu trs paslon satunya di fitnah bakal stop proker maksi habis itu rakyat jdi takut sama paslon satunya gt aja terus kek ikn
681,antitesaaa,program kerja kan bertahap ada prioritas mungkin ke ikn dulu Baru makan tiduran scroll tiktok ketiduran smpe abis kuota Krn beli yg paket ceban 3 GB Fair aja pun kalo 01 menang realisasi programnya bertahap
682,el_hike,Pentingnya punya pemimpin yg ngerti skala prioritas klo memang mereka bicara keberlanjutan knp gak fokus jadiin IKN aja sih dan yg sudah ada di jalanin ini malah nambah program yg bakal bikin pusing sendiri
683,onetchannel,Sebenernya ga yakin juga bakal terlaksana sampe 100 sih Sehari aja ngabisin dana 1 T buat program itu Blm dana IKN blm dana buat janji beasiswa janji internet gratis janji bikin FK janji naikin gaji ASN janji merenovasi dan membangun 3 jt rumah Waw
684,yawdalayaw,makan siang gratisnya ga salah KAMPANYE YANG MEMBODOHKAN YANG SALAH maksi gratis argumennya buat stunting PEMBODOHAN membasmi stunting itu di 100 hari kelahiran bayi telat bgt mah utk anak SDSMPSMA trus duit drmn IKN aja udh borosin APBN lah ini ada lg program bancakan
685,crowleax,Cape kak debat nya kata mereka program pendidikanya bagus beasiswa nya ga mandang orang tua ceunah padahal bare minimum dan udah ada dari jaman kapan terus ikn bagus katanyaaaaa Sulit kalo dah kena video tiktok backingan US dan SP langsung takut lari kebelakang ga liat fakta
686,AgusSet40168454,gua dah feeling gitu pasti nanti ngeles pasti bilangnya kek gitu atau kek gini mending lanjutin IKN apa makan siang gratis pasti itu program itu full gimmick
687,tengklengklewer,Kalo program AMIN dibajak sih gpp banget dan ada presedennya yaitu konsep sumur resapan bakal dipake di IKN Yang bangsat itu ngebully Anies karna program cth sumur resapan tp ya diem2 dipake konsepnya sama lawannya KAN TAI
688,VioletAndGreens,Apbn kita setaun cuma sekitar 3300 triliun kalo bisa mikir dikit sih ya jelas ga logis kan menganggarkan 450t pertaun buat program makan yg mana 450t setara proyek ikn wkwk
689,Rashad_dex,Anggarannya program makan ini menyetarai IKN sementara IKN juga masih lanjut Apakah stunting turun gitu aja dengan makan gratis Engga perlu dibarengi dg perbaikan fasilitas dan edukasi masih ada anggaran ini Belum lagi anggaran 300 FK Itu duit dari mana
690,kindrxuhl,Tapi itu termasuk main program juga selain IKN dan hilirisasi Jadi seharusnya bisa dilakuin di awal2 tahun menjabat
691,ezpzmofo,engga bang makasih gue udah coba dan hasilnya nihil pendeketan yang gue lakuin beragam mulai dari duduk bareng ngopi sambil becanda udah gue dicaci maki ama yang tuatua dgn kalimat udahlah kita ikut yang jelas mau lanjutin program ikn aja biar Jakarta rada sepian damn
692,malfian0410,Masa masalah anggaran ga direncanakan dulu sebelum buat program si Atau jangan jangan dananya mau dipake IKN dulu ya Atau justru program makan gratis dan susu gratis itu seperti teknik Bansos Rezim di tengah mau lengser Thats the logic
693,kontoll,Pasti bingung bgt tapi ada kepikiran ah udahlah gampang yg penting jadi presiden dulu Kalau logis gua sih ketar ketir ya 300 fakultas kedokteran 13 kota baru Ikn Makan siang 460t pertahun Hilirisasi Beasiswa Dan yg lainnya kalau gua mikirin terus sih program gk masuk akal ini
694,aymluckyy,Realisasi pendapatan per kapita setara negara majunya dulu atuh baru bisa mikirin program makan siang gratis Lah ini makan siang gratis IKN pembangunan infrastruktur Diterobos sekalian dari APBN semua ya kacau Hobi bgt nerobos
695,airisu012,Setau saya bukan tidak dilanjut kak program pak jokowi khususnya IKN namun dikaji ulang karena mmg menghabiskan APBN yang sangat besar sementara menurut paslon 01 dananya bisa dialokasikan ke anggaran lain yg lebih urgent seperti pemerataan fasilitas pendidikan dan kesehatan
696,Pecel_Lele5678,3x pemilu gak pernah bener Bisa buat IKN gak bisa buat program hitung KPU macam apa yg begini ini Dana Trilyunan kok aplikasi hitung pemilunya ecekecek begini Apa harus TKA yg harus lakukan ini 275 juta rakyat Indonesia gak ada yg bener apa
697,starrybby99,Mana statement amin yang bilang bakal batalin IKN yang ada tuh ga dimasukin program nyapres skrg jd pembangunan ttp berlanjut namun dengan alokasi dana yg lebih sedikit
698,levicornus,aku pas liat ada yg mengagung2kan program ini beneran heran ini mereka apa ga kepikiran ke yg lain ya Kya biaya utk merealisasikan program ini besar bhkn udh ke spill jg dana yg dibutuhin lbh besar dr pembangunan ikn Dapet darimana dana itu Ya pajak kita dinaikin lg
699,chochmelon,kalo ga bangga sama pemimpin sendiri yauda gausa cari lowongan di ikn gausa pake bpjs dan ikut2 program lainnya
700,selosenama,Mampus lah kalian org org tolol akut yg percaya dg program gak masuk akal itu Mana mungkin 400T setahun buat kasih makan kalian Itu setara biaya bikin IKN
701,dsiahaan060,Programnya berjalan di tahun ke 4 lalu program itu berjalan dan saat maju jadi caprescawapres narasinya siapa yang setuju program ini dilanjutkan Startegi untuk dipilih kembali biar program ini terus dilanjutkan sama seperti program IKN
702,belalangtweet,Ya beginilah kalo suatu program hanya menjadi alat kampanye dibuatnya secara ugalugalan tanpa kajian Sama kaya IKN
703,victorlego,Namanya anies itu gak pernah lanjutkan program lama Lihat lagi di dki Semua warisan ahok dirusak sama dia Kalo dia menang yang pertama dia stop pasti IKN Lalu hilirisasi stop Kemudian program2 jokowi lainnya
704,bambapril,yuuk jangan sampe merana sakit hati slama 5 tahun rubahlah dgn menerima kenyataan bahwa Rakyat NKRI masih mencintai Jokowi dgn Program Pro Rakyatnya yg akan dilanjutkan Prabowo Gibran gt Alhamdulillah Program IKN akan berlanjut menjadi simbul negara menuju INDONESIA EMAS
705,bambapril,yuuk jangan sampe merana sakit hati slama 5 tahun rubahlah dgn menerima kenyataan bahwa Rakyat NKRI masih mencintai Jokowi dgn Program Pro Rakyatnya yg akan dilanjutkan Prabowo Gibran gt Alhamdulillah Program IKN akan berlanjut menjadi simbul negara menuju INDONESIA EMAS
706,Umbieum,Bisa mungkin bisa ga mungkin Tergantung itu mau dijadiin program prioritas atau ga Masalah bangun 40 kota duitnya darimana Dari IKN yang ditunda 40 kota juga bukan dari 0 tapi dari kota yang emang udah berkembang
707,fertrey1,Malah programprogram yang gak dijanjiin di kampanye yang berjalan cepat like kereta cepat IKN UU ITE omnibus law pelemahan KPK dll yahh hal begini akan berlanjut 5 tahun ke depan
708,Heynanddd,Makan siang gratis juga buat anak sekolah Dipikir semua rakyat kali yg bakal dapat makan siang gratis Golongan menengah yg kasihan udah gak dapat programbantuan tp tetap bakal kena dampak pajak naik buat genjot realisasi makan siang n IKN
709,kautsardiaz,Pertanyaan serius Gak ada program makan siang gratis aja pemerintah kagak ada subsisdi pendidikan tingggi Fokus IKN Tahun depan ada IKN dan makan siang gratis emang ada duitnya buat pendidikan tinggi Gak usah ngomongin student loant Solusi paling lemah
710,onlychanwooo,kata temen gue sayang udh bangun ikn kalo ga dilanjut sayang udh byk program yg jalan kalo distop tbtb semua paslon ga ada yg perfect dan pasti pny kesalahan ya gue diem aja males pdahl daripada prioritasin atas kan lu pada dipilih sama kita yg di bawah wkwk
711,democrazymedia,Nasihat JK ke Prabowo untuk Tak Bikin Program Dadakan Seperti IKN
712,lawjusticeco,Nasihati Prabowo JK Jangan Bikin Program Dadakan Seperti IKN
713,EEnesje23201,Ha ha ditambah lagi khusus daerah terpencil saja Ga yakin program ini jalan ini biayanya seperti proyek IKN dipaksakan yg akan dijalankan sepanjang masa
714,kentomiyauraaa,Mana kemarin yg banggabanggain IKN ama kereta cepat Ini belum diitung program KEBERLANJUTAN next presiden ya
